log10_target,solved,evaluations,fid,iid,rep,dim,param_id
-2.2,False,379,18,108,1,10,SLSQP
-2.4,False,379,18,108,1,10,SLSQP
-2.6,False,379,18,108,1,10,SLSQP
-2.8,False,379,18,108,1,10,SLSQP
-3.0,False,379,18,108,1,10,SLSQP
-3.2,False,379,18,108,1,10,SLSQP
-3.4,False,379,18,108,1,10,SLSQP
-3.6,False,379,18,108,1,10,SLSQP
-3.8,False,379,18,108,1,10,SLSQP
-4.0,False,379,18,108,1,10,SLSQP
-4.2,False,379,18,108,1,10,SLSQP
-4.4,False,379,18,108,1,10,SLSQP
-4.6,False,379,18,108,1,10,SLSQP
-4.8,False,379,18,108,1,10,SLSQP
-5.0,False,379,18,108,1,10,SLSQP
-5.2,False,379,18,108,1,10,SLSQP
-5.4,False,379,18,108,1,10,SLSQP
-5.6,False,379,18,108,1,10,SLSQP
-5.8,False,379,18,108,1,10,SLSQP
-6.0,False,379,18,108,1,10,SLSQP
-6.2,False,379,18,108,1,10,SLSQP
-6.4,False,379,18,108,1,10,SLSQP
-6.6,False,379,18,108,1,10,SLSQP
-6.8,False,379,18,108,1,10,SLSQP
-7.0,False,379,18,108,1,10,SLSQP
-7.2,False,379,18,108,1,10,SLSQP
-7.4,False,379,18,108,1,10,SLSQP
-7.6,False,379,18,108,1,10,SLSQP
-7.8,False,379,18,108,1,10,SLSQP
-8.0,False,379,18,108,1,10,SLSQP
2.0,True,1,18,109,1,10,SLSQP
1.8,True,19,18,109,1,10,SLSQP
1.6,True,131,18,109,1,10,SLSQP
1.4,False,426,18,109,1,10,SLSQP
1.2,False,426,18,109,1,10,SLSQP
1.0,False,426,18,109,1,10,SLSQP
0.8,False,426,18,109,1,10,SLSQP
0.6,False,426,18,109,1,10,SLSQP
0.4,False,426,18,109,1,10,SLSQP
0.2,False,426,18,109,1,10,SLSQP
0.0,False,426,18,109,1,10,SLSQP
-0.2,False,426,18,109,1,10,SLSQP
-0.4,False,426,18,109,1,10,SLSQP
-0.6,False,426,18,109,1,10,SLSQP
-0.8,False,426,18,109,1,10,SLSQP
-1.0,False,426,18,109,1,10,SLSQP
-1.2,False,426,18,109,1,10,SLSQP
-1.4,False,426,18,109,1,10,SLSQP
-1.6,False,426,18,109,1,10,SLSQP
-1.8,False,426,18,109,1,10,SLSQP
-2.0,False,426,18,109,1,10,SLSQP
-2.2,False,426,18,109,1,10,SLSQP
-2.4,False,426,18,109,1,10,SLSQP
-2.6,False,426,18,109,1,10,SLSQP
-2.8,False,426,18,109,1,10,SLSQP
-3.0,False,426,18,109,1,10,SLSQP
-3.2,False,426,18,109,1,10,SLSQP
-3.4,False,426,18,109,1,10,SLSQP
-3.6,False,426,18,109,1,10,SLSQP
-3.8,False,426,18,109,1,10,SLSQP
-4.0,False,426,18,109,1,10,SLSQP
-4.2,False,426,18,109,1,10,SLSQP
-4.4,False,426,18,109,1,10,SLSQP
-4.6,False,426,18,109,1,10,SLSQP
-4.8,False,426,18,109,1,10,SLSQP
-5.0,False,426,18,109,1,10,SLSQP
-5.2,False,426,18,109,1,10,SLSQP
-5.4,False,426,18,109,1,10,SLSQP
-5.6,False,426,18,109,1,10,SLSQP
-5.8,False,426,18,109,1,10,SLSQP
-6.0,False,426,18,109,1,10,SLSQP
-6.2,False,426,18,109,1,10,SLSQP
-6.4,False,426,18,109,1,10,SLSQP
-6.6,False,426,18,109,1,10,SLSQP
-6.8,False,426,18,109,1,10,SLSQP
-7.0,False,426,18,109,1,10,SLSQP
-7.2,False,426,18,109,1,10,SLSQP
-7.4,False,426,18,109,1,10,SLSQP
-7.6,False,426,18,109,1,10,SLSQP
-7.8,False,426,18,109,1,10,SLSQP
-8.0,False,426,18,109,1,10,SLSQP
2.0,True,16,18,110,1,10,SLSQP
1.8,True,16,18,110,1,10,SLSQP
1.6,True,16,18,110,1,10,SLSQP
1.4,True,16,18,110,1,10,SLSQP
1.2,False,214,18,110,1,10,SLSQP
1.0,False,214,18,110,1,10,SLSQP
0.8,False,214,18,110,1,10,SLSQP
0.6,False,214,18,110,1,10,SLSQP
0.4,False,214,18,110,1,10,SLSQP
0.2,False,214,18,110,1,10,SLSQP
0.0,False,214,18,110,1,10,SLSQP
-0.2,False,214,18,110,1,10,SLSQP
-0.4,False,214,18,110,1,10,SLSQP
-0.6,False,214,18,110,1,10,SLSQP
-0.8,False,214,18,110,1,10,SLSQP
-1.0,False,214,18,110,1,10,SLSQP
-1.2,False,214,18,110,1,10,SLSQP
-1.4,False,214,18,110,1,10,SLSQP
-1.6,False,214,18,110,1,10,SLSQP
-1.8,False,214,18,110,1,10,SLSQP
-2.0,False,214,18,110,1,10,SLSQP
-2.2,False,214,18,110,1,10,SLSQP
-2.4,False,214,18,110,1,10,SLSQP
-2.6,False,214,18,110,1,10,SLSQP
-2.8,False,214,18,110,1,10,SLSQP
-3.0,False,214,18,110,1,10,SLSQP
-3.2,False,214,18,110,1,10,SLSQP
-3.4,False,214,18,110,1,10,SLSQP
-3.6,False,214,18,110,1,10,SLSQP
-3.8,False,214,18,110,1,10,SLSQP
-4.0,False,214,18,110,1,10,SLSQP
-4.2,False,214,18,110,1,10,SLSQP
-4.4,False,214,18,110,1,10,SLSQP
-4.6,False,214,18,110,1,10,SLSQP
-4.8,False,214,18,110,1,10,SLSQP
-5.0,False,214,18,110,1,10,SLSQP
-5.2,False,214,18,110,1,10,SLSQP
-5.4,False,214,18,110,1,10,SLSQP
-5.6,False,214,18,110,1,10,SLSQP
-5.8,False,214,18,110,1,10,SLSQP
-6.0,False,214,18,110,1,10,SLSQP
-6.2,False,214,18,110,1,10,SLSQP
-6.4,False,214,18,110,1,10,SLSQP
-6.6,False,214,18,110,1,10,SLSQP
-6.8,False,214,18,110,1,10,SLSQP
-7.0,False,214,18,110,1,10,SLSQP
-7.2,False,214,18,110,1,10,SLSQP
-7.4,False,214,18,110,1,10,SLSQP
-7.6,False,214,18,110,1,10,SLSQP
-7.8,False,214,18,110,1,10,SLSQP
-8.0,False,214,18,110,1,10,SLSQP
2.0,True,1,18,111,1,10,SLSQP
1.8,True,1,18,111,1,10,SLSQP
1.6,True,15,18,111,1,10,SLSQP
1.4,True,81,18,111,1,10,SLSQP
1.2,False,264,18,111,1,10,SLSQP
1.0,False,264,18,111,1,10,SLSQP
0.8,False,264,18,111,1,10,SLSQP
0.6,False,264,18,111,1,10,SLSQP
0.4,False,264,18,111,1,10,SLSQP
0.2,False,264,18,111,1,10,SLSQP
0.0,False,264,18,111,1,10,SLSQP
-0.2,False,264,18,111,1,10,SLSQP
-0.4,False,264,18,111,1,10,SLSQP
-0.6,False,264,18,111,1,10,SLSQP
-0.8,False,264,18,111,1,10,SLSQP
-1.0,False,264,18,111,1,10,SLSQP
-1.2,False,264,18,111,1,10,SLSQP
-1.4,False,264,18,111,1,10,SLSQP
-1.6,False,264,18,111,1,10,SLSQP
-1.8,False,264,18,111,1,10,SLSQP
-2.0,False,264,18,111,1,10,SLSQP
-2.2,False,264,18,111,1,10,SLSQP
-2.4,False,264,18,111,1,10,SLSQP
-2.6,False,264,18,111,1,10,SLSQP
-2.8,False,264,18,111,1,10,SLSQP
-3.0,False,264,18,111,1,10,SLSQP
-3.2,False,264,18,111,1,10,SLSQP
-3.4,False,264,18,111,1,10,SLSQP
-3.6,False,264,18,111,1,10,SLSQP
-3.8,False,264,18,111,1,10,SLSQP
-4.0,False,264,18,111,1,10,SLSQP
-4.2,False,264,18,111,1,10,SLSQP
-4.4,False,264,18,111,1,10,SLSQP
-4.6,False,264,18,111,1,10,SLSQP
-4.8,False,264,18,111,1,10,SLSQP
-5.0,False,264,18,111,1,10,SLSQP
-5.2,False,264,18,111,1,10,SLSQP
-5.4,False,264,18,111,1,10,SLSQP
-5.6,False,264,18,111,1,10,SLSQP
-5.8,False,264,18,111,1,10,SLSQP
-6.0,False,264,18,111,1,10,SLSQP
-6.2,False,264,18,111,1,10,SLSQP
-6.4,False,264,18,111,1,10,SLSQP
-6.6,False,264,18,111,1,10,SLSQP
-6.8,False,264,18,111,1,10,SLSQP
-7.0,False,264,18,111,1,10,SLSQP
-7.2,False,264,18,111,1,10,SLSQP
-7.4,False,264,18,111,1,10,SLSQP
-7.6,False,264,18,111,1,10,SLSQP
-7.8,False,264,18,111,1,10,SLSQP
-8.0,False,264,18,111,1,10,SLSQP
2.0,True,15,18,112,1,10,SLSQP
1.8,True,30,18,112,1,10,SLSQP
1.6,True,30,18,112,1,10,SLSQP
1.4,False,745,18,112,1,10,SLSQP
1.2,False,745,18,112,1,10,SLSQP
1.0,False,745,18,112,1,10,SLSQP
0.8,False,745,18,112,1,10,SLSQP
0.6,False,745,18,112,1,10,SLSQP
0.4,False,745,18,112,1,10,SLSQP
0.2,False,745,18,112,1,10,SLSQP
0.0,False,745,18,112,1,10,SLSQP
-0.2,False,745,18,112,1,10,SLSQP
-0.4,False,745,18,112,1,10,SLSQP
-0.6,False,745,18,112,1,10,SLSQP
-0.8,False,745,18,112,1,10,SLSQP
-1.0,False,745,18,112,1,10,SLSQP
-1.2,False,745,18,112,1,10,SLSQP
-1.4,False,745,18,112,1,10,SLSQP
-1.6,False,745,18,112,1,10,SLSQP
-1.8,False,745,18,112,1,10,SLSQP
-2.0,False,745,18,112,1,10,SLSQP
-2.2,False,745,18,112,1,10,SLSQP
-2.4,False,745,18,112,1,10,SLSQP
-2.6,False,745,18,112,1,10,SLSQP
-2.8,False,745,18,112,1,10,SLSQP
-3.0,False,745,18,112,1,10,SLSQP
-3.2,False,745,18,112,1,10,SLSQP
-3.4,False,745,18,112,1,10,SLSQP
-3.6,False,745,18,112,1,10,SLSQP
-3.8,False,745,18,112,1,10,SLSQP
-4.0,False,745,18,112,1,10,SLSQP
-4.2,False,745,18,112,1,10,SLSQP
-4.4,False,745,18,112,1,10,SLSQP
-4.6,False,745,18,112,1,10,SLSQP
-4.8,False,745,18,112,1,10,SLSQP
-5.0,False,745,18,112,1,10,SLSQP
-5.2,False,745,18,112,1,10,SLSQP
-5.4,False,745,18,112,1,10,SLSQP
-5.6,False,745,18,112,1,10,SLSQP
-5.8,False,745,18,112,1,10,SLSQP
-6.0,False,745,18,112,1,10,SLSQP
-6.2,False,745,18,112,1,10,SLSQP
-6.4,False,745,18,112,1,10,SLSQP
-6.6,False,745,18,112,1,10,SLSQP
-6.8,False,745,18,112,1,10,SLSQP
-7.0,False,745,18,112,1,10,SLSQP
-7.2,False,745,18,112,1,10,SLSQP
-7.4,False,745,18,112,1,10,SLSQP
-7.6,False,745,18,112,1,10,SLSQP
-7.8,False,745,18,112,1,10,SLSQP
